id,nom_estab,raz_social,nombre_act,tipo_de_cliente,prioridad_venta,tamaño_empresa,potencial_de_compra,tiene_contacto,canal_preferido,telefono,correoelec,www,entidad,municipio,localidad,latitud,longitud
8411584,AGROSERVICIOS NIETO,AGROSERVICIOS NIETO ,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,6131320321.0,GERENCIACONSTITUCION@AGRNIETO.COM.MX,,Baja California Sur,ComondÃº,Ciudad ConstituciÃ³n                                                                                           ,25.02930529,-111.67226679
8579709,HOJAS DE TAMAL SIN NOMBRE,,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Teléfono,5561094882.0,,,MÃ©xico,Juchitepec,San MatÃ­as Cuijingo                                                                                           ,19.08636843,-98.85523406
3697906,AGRICOLA EL PICUDO,AGRICOLA EL PICUDO ,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,4868620052.0,AGRICOLA.ELPICUDO@HOTMAIL.COM,,San Luis PotosÃ­,Villa de Arista,Villa de Arista                                                                                               ,22.64435085,-100.85056218
6769490,JASER CONSULTORES EN NEGOCIOS,JASER CONSULTORES EN NEGOCIOS SC,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,4612422452.0,JULIANHDEZ@LIVE.COM.MX,,Guanajuato,Celaya,Celaya                                                                                                        ,20.5193701,-100.82824551
2764989,LABORATORIO DE SUELOS DEL VALLE DE APATZINGAN,FUNDACIÃN PRODUCE MICHOACÃN ,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Teléfono,4535347769.0,,,MichoacÃ¡n de Ocampo,ApatzingÃ¡n,ApatzingÃ¡n de la ConstituciÃ³n                                                                                 ,19.09535587,-102.35529256
6800834,SERVICIOS CURVE,SERVICIOS CURVE SA DE CV,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,4525276743.0,SERVICIOSCURVE@HOTMAIL.COM,,MichoacÃ¡n de Ocampo,Uruapan,Uruapan                                                                                                       ,19.39774615,-102.05048087
8921952,COMERCIALIZADORA DE AGUACATE,,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Teléfono,4525248487.0,,,MichoacÃ¡n de Ocampo,Uruapan,Uruapan                                                                                                       ,19.41276255,-102.0543694
7482869,AGRO CLINICA,,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,4521116441.0,AGROCLINICA0@GMAIL.COM,,MichoacÃ¡n de Ocampo,Uruapan,Uruapan                                                                                                       ,19.42262565,-102.05093797
6905212,AGROPECUARIO LOS ALAMITOS,,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Teléfono,4499960472.0,,,Aguascalientes,Aguascalientes,Aguascalientes,21.889926,-102.31400949
8768243,CEDASI,,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,4441427086.0,ARELLANO.SARAH@CEDASI.COM,,San Luis PotosÃ­,San Luis PotosÃ­,San Luis PotosÃ­                                                                                               ,22.14474915,-100.98823342
8735341,DESARROLLO MAS,DESARROLLO MAS SA DE CV,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,4422215424.0,RIEGOMAS@HOTMAIL.COM,,QuerÃ©taro,El MarquÃ©s,La Noria [Parque Industrial]                                                                                  ,20.56791469,-100.30325631
8855329,COMPOSTA Y LOMBRICULTIVO ALDEA VERDE,ALDEA VERDE SC DE RL,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,4421612737.0,CONTACTO@ALDEAVERDE.ORG.MX,WWW.ALDEAVERDE.ORG.MX,QuerÃ©taro,QuerÃ©taro,Santiago de QuerÃ©taro                                                                                         ,20.58447703,-100.39670054
1627297,AGRICULTORES UNIDOS DEL MONTE LARGO,,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Teléfono,3919176503.0,,,Jalisco,Atotonilco el Alto,Atotonilco el Alto                                                                                            ,20.54831013,-102.50903576
2599326,AGRICOLA ESCAVILLA,AGRICOLA ESCAVILLA ,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,3545428887.0,AGRICOLAESCAVILLA54@YAHOO.COM.MX,,MichoacÃ¡n de Ocampo,Los Reyes,Los Reyes de Salgado                                                                                          ,19.59574092,-102.47068249
2562784,BERMET,BERMET ,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,3545427384.0,BERMET_CONTABILIDAD@HOTMAIL.COM,,MichoacÃ¡n de Ocampo,Los Reyes,Los Reyes de Salgado                                                                                          ,19.59608747,-102.47126858
2597549,BODEGA SIN NOMBRE,,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Teléfono,3515160619.0,,,MichoacÃ¡n de Ocampo,Jacona,Jacona de Plancarte                                                                                           ,19.95633845,-102.31122124
8649951,BIOSEMILLAS INVESTIGACION Y SERVICIO,BIOSEMILLAS INVESTIGACION Y SERVICIO ,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Teléfono,3421003840.0,,,Jalisco,Sayula,Usmajac                                                                                                       ,19.87853631,-103.54542698
6763542,CUALITATOK,CUALITATOK SC DE RL,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,2337592656.0,KUALITATOK1999@HOTMAIL.COM,,Puebla,Huitzilan de SerdÃ¡n,Huitzilan                                                                                                     ,19.97018594,-97.69558263
9328893,RANCHO SAN VICENTE CAMALU,RANCHO SAN VICENTE CAMALU SA DE CV,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,0.0,francisco@ranchosvc.com,,Baja California,San QuintÃ­n,Ejido Lic. Luis EcheverrÃ­a Ãlvarez (Chula Vista)                                                              ,30.74648544,-115.99596087
3768727,VAES SPR DE RL,,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,VAES_94@HOTMAIL.COM,,Sinaloa,Ahome,Gustavo DÃ­az Ordaz (El Carrizo)                                                                               ,26.27118236,-109.03845511
7633673,BAJA ORGANIC,,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,TYTT@PRODIGY.NET.MX,,Baja California,Ensenada,Rodolfo SÃ¡nchez Taboada (Maneadero)                                                                           ,31.72462297,-116.57728477
8510923,PROGRABA,PROGRABA SA DE CV,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,PROGRABA@HOTMAIL.COM,,Sinaloa,Angostura,Angostura                                                                                                     ,25.3665121,-108.15815449
3803262,NEGOCIOS AGRONOMICOS,NEGOCIOS AGRONOMICOS SA DE CV,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,NEGOCIOS.AGRONOMICOS.SA@GIMAIL.COM,,Sinaloa,Guasave,Guasave                                                                                                       ,25.56944107,-108.4642215
8168704,OFICINA DE ADMINISTRACION DE LOMAS DE BALUARTE SIN NOMBRE,,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,MLUISA641@HOTMAIL.COM,,Coahuila de Zaragoza,TorreÃ³n,TorreÃ³n                                                                                                       ,25.54619328,-103.44982093
8130649,ALMACEN BAJA PK,BAJA PK SA DE CV,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,MLOZANO@BAJAPK.COM.MX,,Baja California,Ensenada,Rodolfo SÃ¡nchez Taboada (Maneadero)                                                                           ,31.72472363,-116.57957176
6858470,GENERADORA DE APOYOS COMUNES,GENERADORA DE APOYOS COMUNES S DE SS ,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,ITZELRAMOS@GMAIL.COM,,Nuevo LeÃ³n,Monterrey,Monterrey                                                                                                     ,25.691133,-100.368388
8397822,OFICINA DE AGROINDUSTRIA ANDALUZ,AGROINDUSTRIA ANDALUZ ,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,G.ANDALUZ.TIZ@GMAIL.COM,,YucatÃ¡n,TizimÃ­n,TizimÃ­n                                                                                                       ,21.15479413,-88.1446676
6485486,RANCHO SAN VICENTE CAMALU,RANCHO SAN VICENTE CAMALU SA DE CV,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,FRANCISCO@RANCHOSVC.COM,,Baja California,San QuintÃ­n,Ejido Lic. Luis EcheverrÃ­a Ãlvarez (Chula Vista)                                                              ,30.74656458,-115.99557675
9170259,RAMA OSEGUERA,,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,FIERRO.FERNANDA@HOTMAIL.COM,,Baja California,Mexicali,Ciudad Guadalupe Victoria (KilÃ³metro Cuarenta y Tres)                                                         ,32.28769937,-115.10102393
8052525,LOS RUATANES,LOS RUATANES ,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,FACTURACIONGRUPORUATANES@GMAIL.COM,,Chiapas,Tapachula,Tapachula de CÃ³rdova y OrdÃ³Ã±ez                                                                                ,14.88397871,-92.27761868
9037811,OFICINA ADMINISTRATIVA RANCHO LA DAGA,,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,ESTABLOHDA.LADAGA@HOTMAIL.COM,,Jalisco,Lagos de Moreno,Lagos de Moreno                                                                                               ,21.3545128,-101.93594709
8203424,AGRICOLA EL TZIRONDARO,AGRICOLA EL TZIRONDARO SC DE RL DE CV,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,ELTZIRONDARO@OTLA.COM,,MichoacÃ¡n de Ocampo,TangancÃ­cuaro,TangancÃ­cuaro de Arista                                                                                       ,19.88586955,-102.20334957
8077894,OTROS SERVICIOS RELACIONADOS CON LA AGRICULTURA,,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,ELCOYME5@HOTMAIL.COM,,QuerÃ©taro,QuerÃ©taro,Santiago de QuerÃ©taro                                                                                         ,20.59015166,-100.39472933
8489914,AGRO LAB,ANALISIS TECNICOS SA DE CV,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,CRM.ARIO@AGROLAB.MX,AGROLAB.COM.MX,MichoacÃ¡n de Ocampo,Ario,Ario de Rosales                                                                                               ,19.21165263,-101.71074301
6468622,COMERCIAL DISTRIBUIDORA AGROINDUSTRIAL,COMERCIAL DISTRIBUIDORA AGROINDUSTRIAL SA DE CV,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,CODAINSAASCENSION@GMAIL.COM,,Chihuahua,AscensiÃ³n,AscensiÃ³n                                                                                                     ,31.10275555,-107.98986596
8287051,ENGORDA DE GANADO EL QUERETANO,ENGORDA DE GANADO EL QUERETANO SA DE CV,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,BJDM67@HOTMAIL.COM,,QuerÃ©taro,Ezequiel Montes,Ezequiel Montes                                                                                               ,20.66070873,-99.89898787
8611638,OFICINA ADMINISTRATIVA VALLE DEL LAGO SECCION ATARDECERES,OFICINA ADMINISTRATIVA VALLE DEL LAGO SECCION ATARDECERES AC,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,ATARDECERESVALLDELLAGO@GMAIL.COM,,Sonora,Hermosillo,Hermosillo                                                                                                    ,29.07381525,-110.98753249
304663,OFICINA DEL RANCHO ALFALFAR,ALFALFAR ,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,ALFALFAR_CC@HOTMAIL.COM,,Coahuila de Zaragoza,Cuatro CiÃ©negas,Cuatro CiÃ©negas de Carranza                                                                                   ,26.98861609,-102.05986738
7396194,AGRICOLA BOUI,AGRICOLA BOUI SA DE CV,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,AG_BOUI@HOTMAIL.COM,,Sonora,Cajeme,Ciudad ObregÃ³n                                                                                                ,27.50966219,-109.94970668
8865659,AGRICOLA SAN MATIAS,AGRICOLA SAN MATIAS ,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,AGROSMAT@GMAIL.COM,,MichoacÃ¡n de Ocampo,Zamora,Zamora de Hidalgo                                                                                             ,19.98469373,-102.28339397
9170188,COOPERATIVA AGROINDUSTRIAL PEGUEROS S L,COOPERATIVA AGROINDUSTRIAL PEGUEROS S L S DE RL ,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,AGROPEGUEROS@GMAIL.COM,,Jalisco,TepatitlÃ¡n de Morelos,Pegueros                                                                                                      ,20.95454228,-102.66955698
8344118,COMERCIALIZADORA AGRICOLA MECATAN,,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,AGRICOLAMECATAN@HOTMAIL.COM,,Nayarit,Tepic,Tepic                                                                                                         ,21.49154533,-104.88512173
9105486,OFICINAS RANCHO EL POCHO,RANCHO EL POCHO ,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Correo,,ACEVESPRODUCE@HOTMAIL.COM,,Baja California,San QuintÃ­n,LÃ¡zaro CÃ¡rdenas                                                                                               ,30.52470754,-115.93207201
8932198,INTERNATIONAL FOODS CONTROL,INTERNATIONAL FOODS CONTROL SA DE CV,Otros servicios relacionados con la agricultura,Agrícola,,,,Sí,Web,,,WWW.INTERNATIONALFOODSCONTROL.COM,MichoacÃ¡n de Ocampo,Zamora,Zamora de Hidalgo                                                                                             ,19.97289223,-102.29467237
